episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
759,560.0,578,454882,0.1,0.09939506699124144,1740.6956400419585,True,False
760,840.0,743,455625,0.1,0.13415210054165894,1743.8084902089904,True,False
761,480.0,455,456080,0.1,0.11312166689650009,1745.46357295895,True,False
762,350.0,501,456581,0.1,0.1118192486912012,1747.6429097919608,True,False
763,660.0,529,457110,0.1,0.10641784569474333,1749.5592023339705,True,False
764,1020.0,738,457848,0.1,0.10944877321252952,1752.2252282499685,True,False
765,470.0,462,458310,0.1,0.10736711404245833,1753.8921111249947,True,False
766,970.0,839,459149,0.1,0.11189693558428969,1756.948018541967,True,False
767,710.0,571,459720,0.1,0.11695355764375283,1758.9902494589915,True,False
768,470.0,459,460179,0.1,0.08185655505216696,1760.6303199999966,True,False
769,780.0,645,460824,0.1,0.14051060149745073,1763.3686835839762,True,False
770,640.0,539,461363,0.1,0.12276315452781186,1765.3286352499854,True,False
771,550.0,480,461843,0.1,0.13110327683389186,1767.0799487920012,True,False
772,870.0,771,462614,0.1,0.12155725208106281,1769.902554625005,True,False
773,940.0,624,463238,0.1,0.12500542479877672,1772.2152622089488,True,False
774,790.0,617,463855,0.1,0.11130983815467976,1774.4225904169725,True,False
775,740.0,647,464502,0.1,0.10900846650295051,1776.757841249986,True,False
776,550.0,802,465304,0.1,0.10240590527876099,1780.6744543749955,True,False
777,430.0,530,465834,0.1,0.10519201047436307,1782.5691175839747,True,False
778,390.0,412,466246,0.1,0.11354870821159442,1784.0761626669555,True,False
779,530.0,571,466817,0.1,0.1367560580789626,1786.1937082919758,True,False
780,1350.0,1054,467871,0.1,0.11483454620005287,1790.044182291953,True,False
781,770.0,640,468511,0.1,0.08493737421231344,1792.462582041975,True,False
782,830.0,717,469228,0.1,0.10065143352581395,1795.5173699589795,True,False
783,450.0,661,469889,0.1,0.11696896843160644,1797.9931738339947,True,False
784,1370.0,770,470659,0.1,0.11779205057731208,1801.1357114589773,True,False
785,1170.0,680,471339,0.1,0.12835084917571615,1803.8959227089654,True,False
786,550.0,538,471877,0.1,0.10039275305138694,1806.0961906669545,True,False
787,1200.0,879,472756,0.1,0.09860369051721964,1809.7064657500014,True,False
788,940.0,831,473587,0.1,0.10678901441017355,1812.7561509169755,True,False
789,580.0,463,474050,0.1,0.1101751291867474,1814.8183615419548,True,False
790,1280.0,614,474664,0.1,0.10592787451558298,1817.713215166994,True,False
791,250.0,422,475086,0.1,0.07055368881140436,1819.3923325839569,True,False
792,1280.0,676,475762,0.1,0.095980729654255,1822.035492541967,True,False
793,250.0,312,476074,0.1,0.12184544960753275,1823.6606529169949,True,False
794,500.0,526,476600,0.1,0.1179455267547658,1826.3292900839588,True,False
795,1000.0,660,477260,0.1,0.12769437558723218,1829.6327642499818,True,False
796,390.0,412,477672,0.1,0.11509174631130926,1831.4089602499735,True,False
797,1360.0,827,478499,0.1,0.11775424748713385,1835.1401820419705,True,False
798,1160.0,1053,479552,0.1,0.1172561752080748,1839.4496168749756,True,False
799,360.0,398,479950,0.1,0.13110810342348284,1841.1398854589788,True,False
800,900.0,756,480706,0.1,0.12014212882609437,1844.0767155839712,True,False
801,830.0,657,481363,0.1,0.12336192542982356,1847.383931166958,True,False
802,1600.0,682,482045,0.1,0.1282882869940752,1849.937065999955,True,False
803,1100.0,595,482640,0.1,0.08647401304603022,1852.458531374985,True,False
804,760.0,608,483248,0.1,0.10159957253276125,1854.6823507919908,True,False
805,900.0,732,483980,0.1,0.10889136120473426,1857.3538813339546,True,False
806,380.0,521,484501,0.1,0.138843303374373,1859.278564624954,True,False
807,440.0,426,484927,0.1,0.10000788620760981,1860.8449617089937,True,False
808,590.0,571,485498,0.1,0.11678394125579121,1862.9330568749574,True,False
809,480.0,472,485970,0.1,0.11854607998630252,1864.6806873749592,True,False
810,790.0,556,486526,0.1,0.10853309576272321,1866.7376060839742,True,False
811,500.0,560,487086,0.1,0.08970180433908743,1868.776363833982,True,False
812,890.0,573,487659,0.1,0.09929072029133151,1870.9045842919732,True,False
813,820.0,657,488316,0.1,0.13915706576045717,1873.4094299169956,True,False
814,830.0,535,488851,0.1,0.10683318340968817,1875.4300724169589,True,False
815,1020.0,915,489766,0.1,0.12452824630949434,1878.792083666951,True,False
816,510.0,562,490328,0.1,0.1123079079011759,1880.9530126249883,True,False
817,2270.0,728,491056,0.1,0.09279380909648242,1883.9539062499534,True,False
818,1570.0,1080,492136,0.1,0.11305018545438845,1890.3366895839572,True,False
819,1210.0,700,492836,0.1,0.11617396080068179,1894.3330083339824,True,False
820,1430.0,1123,493959,0.1,0.09650434837011354,1898.4783232919872,True,False
821,460.0,383,494342,0.1,0.11068793256223823,1899.8879377499688,True,False
822,590.0,480,494822,0.1,0.11603926193589965,1901.6542439589975,True,False
823,740.0,716,495538,0.1,0.09849166267098827,1904.2718681669794,True,False
824,830.0,623,496161,0.1,0.08821588053773993,1906.698272666952,True,False
825,730.0,542,496703,0.1,0.09623332465136493,1908.860889167001,True,False
826,280.0,363,497066,0.1,0.09137469542386768,1911.107631708961,True,False
827,1470.0,705,497771,0.1,0.12487082373858853,1913.7229784589726,True,False
828,690.0,609,498380,0.1,0.10071037528318127,1916.0161015419872,True,False
829,160.0,277,498657,0.1,0.13524418075879416,1917.0631472919486,True,False
830,550.0,485,499142,0.1,0.11615201831633641,1918.8410431669909,True,False
831,450.0,438,499580,0.1,0.14481686182658782,1920.485065041983,True,False
832,830.0,550,500130,0.1,0.14076637864167238,1922.5255535419565,True,False
833,260.0,365,500495,0.1,0.13508526741393975,1923.9078182499507,True,False
834,560.0,549,501044,0.1,0.13612351924909846,1925.9545539169922,True,False
835,550.0,475,501519,0.1,0.14972137288837614,1928.1358644169522,True,False
836,1560.0,801,502320,0.1,0.11904102217276298,1931.171414249984,True,False
837,430.0,477,502797,0.1,0.12156635098660193,1932.9327177919913,True,False
838,550.0,432,503229,0.1,0.10993608289950148,1935.3858086249675,True,False
839,400.0,435,503664,0.1,0.09275096960775896,1937.2682567089796,True,False
840,560.0,586,504250,0.1,0.15294995503372524,1939.5495973749785,True,False
841,760.0,699,504949,0.1,0.12013605242328984,1942.2424402500037,True,False
842,460.0,484,505433,0.1,0.12859828437655424,1944.3484267919557,True,False
843,550.0,547,505980,0.1,0.10625187920773552,1946.5562513339682,True,False
844,530.0,651,506631,0.1,0.15418447006815744,1949.0533274589689,True,False
845,2290.0,665,507296,0.1,0.1270701726285105,1951.6618720839615,True,False
846,740.0,647,507943,0.1,0.1103655385050159,1954.18036983395,True,False
847,500.0,490,508433,0.1,0.11000314456357704,1956.693148749997,True,False
848,1100.0,797,509230,0.1,0.10599724603957267,1960.0510312090046,True,False
849,420.0,445,509675,0.1,0.1283189478321924,1961.8631860419991,True,False
850,620.0,535,510210,0.1,0.11565927410526063,1963.9295553339762,True,False
851,1080.0,1012,511222,0.1,0.11611917304250563,1969.19426483399,True,False
852,690.0,688,511910,0.1,0.1287193877817413,1972.2719397919718,True,False
853,2750.0,1009,512919,0.1,0.12096026271492952,1976.585188500001,True,False
854,430.0,352,513271,0.1,0.1012237506114285,1977.8920814589947,True,False
855,330.0,463,513734,0.1,0.09564815304274189,1979.5949629999814,True,False
856,1170.0,870,514604,0.1,0.12137220165940053,1982.8664078749716,True,False
857,640.0,545,515149,0.1,0.0867685578927836,1985.2280707089812,True,False
858,640.0,547,515696,0.1,0.11435592782268994,1987.2922893749783,True,False
859,1420.0,858,516554,0.1,0.12129280737070279,1990.4054275419912,True,False
860,480.0,426,516980,0.1,0.08852372048683813,1991.9921932499856,True,False
861,810.0,678,517658,0.1,0.14829929252348004,1994.4265277920058,True,False
862,880.0,647,518305,0.1,0.13191726616365307,1996.7895531669492,True,False
863,960.0,720,519025,0.1,0.09644818522243036,1999.6429617090034,True,False
864,980.0,740,519765,0.1,0.09141817366754687,2002.3134501249879,True,False
865,450.0,450,520215,0.1,0.10767227988357522,2004.0051087499596,True,False
866,660.0,611,520826,0.1,0.10649605719920467,2006.308525083994,True,False
867,810.0,696,521522,0.1,0.10702497021819668,2008.8373579589534,True,False
868,520.0,548,522070,0.1,0.08386141707590461,2010.8622610419989,True,False
869,1920.0,1028,523098,0.1,0.08566294294502949,2014.6011702919495,True,False
870,1060.0,904,524002,0.1,0.09768727580002978,2018.2818182919873,True,False
871,590.0,503,524505,0.1,0.10957873278548794,2020.355303083954,True,False
872,500.0,454,524959,0.1,0.09926464121821707,2022.0365515839658,True,False
873,1160.0,765,525724,0.1,0.11561702047280657,2024.8348739589565,True,False
874,330.0,403,526127,0.1,0.09750912932679057,2026.3224062919617,True,False
875,780.0,614,526741,0.1,0.09391013351450493,2028.5910145840026,True,False
876,920.0,699,527440,0.1,0.1134305798422013,2032.0850332919508,True,False
877,1140.0,925,528365,0.1,0.11827412382316538,2035.4154697089689,True,False
878,930.0,710,529075,0.1,0.10681748981613898,2037.974163041974,True,False
879,730.0,616,529691,0.1,0.1011496026963963,2040.1941336669843,True,False
880,520.0,511,530202,0.1,0.11627184343524277,2042.026877583994,True,False
881,760.0,656,530858,0.1,0.14180239798819147,2044.3959998749779,True,False
882,860.0,657,531515,0.1,0.09742206877960664,2046.7754089999944,True,False
883,400.0,429,531944,0.1,0.10476819393052547,2048.3691315419856,True,False
884,690.0,548,532492,0.1,0.10820050258869238,2050.405801541987,True,False
885,1550.0,812,533304,0.1,0.10004136823301245,2053.3384285839857,True,False
886,610.0,571,533875,0.1,0.16004456994189342,2055.417423499981,True,False
887,730.0,692,534567,0.1,0.1339691342796721,2057.929602666991,True,False
888,1170.0,1067,535634,0.1,0.10045954953418688,2061.77708166698,True,False
889,870.0,544,536178,0.1,0.12892703979056985,2063.7674915419775,True,False
890,760.0,622,536800,0.1,0.12771777854038355,2066.0191410839907,True,False
891,520.0,451,537251,0.1,0.10625584080948361,2067.648415374977,True,False
892,480.0,493,537744,0.1,0.13263298569607637,2069.4270218339516,True,False
893,490.0,454,538198,0.1,0.09604890949496653,2071.060528999951,True,False
894,440.0,396,538594,0.1,0.10837749037139043,2072.4822002919973,True,False
895,460.0,482,539076,0.1,0.0872471759419057,2074.2201479589567,True,False
896,920.0,618,539694,0.1,0.10567831987055479,2076.4084312919877,True,False
897,670.0,644,540338,0.1,0.11523393757918977,2078.7062803749577,True,False
898,1120.0,738,541076,0.1,0.1278132644054052,2081.3373167089885,True,False
899,1230.0,1047,542123,0.1,0.1112359658069195,2085.0577212919598,True,False
900,580.0,478,542601,0.1,0.12564418236725033,2086.7740484169917,True,False
901,1240.0,891,543492,0.1,0.09817717680832865,2090.9407857919578,True,False
902,530.0,461,543953,0.1,0.10921114783572114,2092.6088794999523,True,False
903,840.0,690,544643,0.1,0.1082797529024267,2095.054307374987,True,False
904,520.0,479,545122,0.1,0.08966787912261982,2096.7722799169715,True,False
905,800.0,600,545722,0.1,0.07691532840952277,2098.9120319589856,True,False
906,730.0,743,546465,0.1,0.10825446153920824,2101.5878913750057,True,False
907,1990.0,554,547019,0.1,0.11350811999021233,2103.5673614589614,True,False
908,640.0,552,547571,0.1,0.09414912900630978,2105.543263749976,True,False
909,500.0,634,548205,0.1,0.10169377716832191,2107.870269584004,True,False
910,1250.0,534,548739,0.1,0.1337265702790784,2109.790684916952,True,False
911,840.0,712,549451,0.1,0.09978953342403421,2112.3275446670013,True,False
912,750.0,850,550301,0.1,0.11638745676918488,2115.3409490420017,True,False
913,440.0,454,550755,0.1,0.10959551133116525,2116.9568715419737,True,False
914,410.0,368,551123,0.1,0.11955749779008329,2118.287039124989,True,False
915,1540.0,760,551883,0.1,0.1310843455360124,2120.999381999951,True,False
916,2100.0,707,552590,0.1,0.12879162926837212,2124.595000625006,True,False
917,730.0,610,553200,0.1,0.10954792922959218,2128.971761833993,True,False
918,2020.0,704,553904,0.1,0.13083097266710617,2131.5109544169973,True,False
919,460.0,471,554375,0.1,0.14338084709886303,2133.2071382919676,True,False
920,570.0,624,554999,0.1,0.13060089752364618,2135.551449208986,True,False
921,880.0,620,555619,0.1,0.12812356971684963,2137.7760242499644,True,False
922,520.0,545,556164,0.1,0.139029103283682,2139.844542209001,True,False
923,930.0,726,556890,0.1,0.12036661648330438,2142.870281749987,True,False
924,2380.0,1053,557943,0.1,0.09788783198442069,2146.7298419589642,True,False
925,460.0,439,558382,0.1,0.12068412369963798,2148.590858333977,True,False
926,760.0,677,559059,0.1,0.10737306348009575,2152.1494661669713,True,False
927,1630.0,919,559978,0.1,0.09046582087226536,2155.5054657500004,True,False
928,270.0,382,560360,0.1,0.10629782588997234,2157.044271791994,True,False
929,470.0,640,561000,0.1,0.10346993203856983,2159.408398458967,True,False
930,400.0,385,561385,0.1,0.1195871084346436,2160.7929370839847,True,False
931,1010.0,796,562181,0.1,0.0876649300984327,2163.6641694589634,True,False
932,1750.0,813,562994,0.1,0.10174651207686791,2166.5576054590056,True,False
933,1020.0,706,563700,0.1,0.10633359551640217,2169.071777624951,True,False
934,1580.0,1124,564824,0.1,0.10799914219307305,2173.051199791953,True,False
935,470.0,464,565288,0.1,0.12703999027545596,2174.6994567089714,True,False
936,460.0,575,565863,0.1,0.0986941162809417,2176.7288665839587,True,False
937,540.0,531,566394,0.1,0.10149010217615537,2178.638460916991,True,False
938,310.0,367,566761,0.1,0.07118950942126305,2179.96856524999,True,False
939,510.0,386,567147,0.1,0.08510617764356236,2181.357176624995,True,False
940,2330.0,852,567999,0.1,0.10155058042649093,2184.426202791976,True,False
941,950.0,771,568770,0.1,0.09943491595898576,2187.1634261249565,True,False
942,420.0,470,569240,0.1,0.14925576574405877,2188.845504499972,True,False
943,410.0,421,569661,0.1,0.12290801987761543,2190.37331770896,True,False
944,1120.0,920,570581,0.1,0.10247187213162365,2193.6327020419994,True,False
945,920.0,694,571275,0.1,0.12825978509112762,2196.104816124949,True,False
946,950.0,736,572011,0.1,0.11348754420127395,2198.7120221249643,True,False
947,830.0,638,572649,0.1,0.10630986146861687,2200.990110999963,True,False
948,500.0,539,573188,0.1,0.15652831908729342,2202.913928541995,True,False
949,360.0,436,573624,0.1,0.10583377039965687,2204.4842085419805,True,False
950,1810.0,1216,574840,0.1,0.1103306612134666,2208.782385416969,True,False
951,820.0,742,575582,0.1,0.09305395487997983,2212.2874256669893,True,False
952,1420.0,879,576461,0.1,0.0795032819902355,2215.4056538339937,True,False
953,530.0,475,576936,0.1,0.10129541094500978,2217.1106049169903,True,False
954,440.0,441,577377,0.1,0.10907224850221113,2218.7030074999784,True,False
955,430.0,581,577958,0.1,0.11401682476802119,2220.8040440419572,True,False
956,220.0,341,578299,0.1,0.12350509747424547,2222.0440962499706,True,False
957,590.0,514,578813,0.1,0.12025232086059197,2223.9112563339877,True,False
958,610.0,724,579537,0.1,0.11326817642300498,2226.529918708955,True,False
959,710.0,545,580082,0.1,0.13195260690853877,2228.514207249973,True,False
960,1020.0,745,580827,0.1,0.13392779220055828,2231.228868333972,True,False
961,2200.0,644,581471,0.1,0.12375726191014606,2233.5952507919865,True,False
962,290.0,378,581849,0.1,0.13206534934671302,2234.9854439589544,True,False
963,1040.0,627,582476,0.1,0.15493924702238884,2237.265081208956,True,False
964,480.0,467,582943,0.1,0.1098592351030173,2238.9764635419706,True,False
965,630.0,513,583456,0.1,0.13241995793095854,2240.8732495000004,True,False
966,640.0,678,584134,0.1,0.14321171545241712,2243.514955624996,True,False
967,1150.0,1078,585212,0.1,0.13967988797359995,2247.4806005419814,True,False
968,880.0,826,586038,0.1,0.1299929551201538,2250.48221245897,True,False
969,980.0,985,587023,0.1,0.1172186318648661,2254.0501486669527,True,False
970,1300.0,652,587675,0.1,0.07332086018029532,2256.4133646669798,True,False
971,1570.0,1213,588888,0.1,0.09701352982512235,2260.8213377089705,True,False
972,380.0,442,589330,0.1,0.0944930065761913,2262.4463477919926,True,False
973,630.0,583,589913,0.1,0.07814772008624796,2264.5864205840044,True,False
974,520.0,466,590379,0.1,0.07632640383912828,2266.290658083977,True,False
975,380.0,420,590799,0.1,0.10115495492659864,2268.1048610839644,True,False
976,460.0,411,591210,0.1,0.11353713780352213,2271.125220166985,True,False
977,260.0,323,591533,0.1,0.10609719763153497,2272.3184722499573,True,False
978,520.0,591,592124,0.1,0.12024554160952165,2274.4824048339506,True,False
979,280.0,422,592546,0.1,0.11647720523178577,2276.0385977089754,True,False
980,970.0,700,593246,0.1,0.12260044524180037,2279.780961084005,True,False
981,1020.0,641,593887,0.1,0.12758926198002882,2282.6104037920013,True,False
982,1260.0,660,594547,0.1,0.13620813791498992,2285.369949374988,True,False
983,340.0,448,594995,0.1,0.10653392210536237,2287.7928474589717,True,False
984,190.0,306,595301,0.1,0.1581970492208546,2289.0647473749705,True,False
985,470.0,455,595756,0.1,0.18543113877571987,2290.818104334001,True,False
986,640.0,604,596360,0.1,0.14664011275926173,2293.017569916963,True,False
987,770.0,703,597063,0.1,0.12461256244352886,2295.6328628750052,True,False
988,420.0,411,597474,0.1,0.15528968553447609,2297.240378458984,True,False
989,630.0,537,598011,0.1,0.1552637194964423,2299.260387791961,True,False
990,510.0,554,598565,0.1,0.15761130957750322,2301.3366209169617,True,False
991,1120.0,976,599541,0.1,0.15908580981042297,2304.980402916961,True,False
992,1010.0,872,600413,0.1,0.1210472818053917,2309.900569333986,True,False
993,800.0,792,601205,0.1,0.12702991137506836,2312.732930416998,True,False
994,400.0,381,601586,0.1,0.08607697441781823,2314.1188775839983,True,False
995,470.0,484,602070,0.1,0.09243920850298129,2315.8897849589703,True,False
996,780.0,633,602703,0.1,0.09843399761173921,2318.162217624951,True,False
997,640.0,533,603236,0.1,0.10886552825625707,2320.1391769589973,True,False
998,380.0,458,603694,0.1,0.09954934527999476,2321.910998584004,True,False
999,540.0,468,604162,0.1,0.07593293390913397,2325.528712624975,True,False
1000,570.0,477,604639,0.1,0.12894643968393824,2327.2625774589833,True,False
