episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
380,410.0,561,233043,0.1,0.13218151067516634,889.734718291962,True,False
381,1130.0,650,233693,0.1,0.110472604015305,892.0768251669942,True,False
382,500.0,440,234133,0.1,0.10754591912369836,893.6650603750022,True,False
383,390.0,430,234563,0.1,0.11145923307565885,895.1917082089931,True,False
384,470.0,529,235092,0.1,0.11803571975096724,897.1010787919513,True,False
385,1240.0,971,236063,0.1,0.11747649202723641,900.6401997499634,True,False
386,600.0,626,236689,0.1,0.12273225258252803,902.9046476249932,True,False
387,1100.0,752,237441,0.1,0.10808907270907088,905.5733614999917,True,False
388,300.0,415,237856,0.1,0.13914590024460965,907.0606831669575,True,False
389,910.0,715,238571,0.1,0.10926766536627593,909.6297211669735,True,False
390,1300.0,785,239356,0.1,0.12636168417402632,912.4430897499551,True,False
391,420.0,479,239835,0.1,0.13996294535258236,914.1688764999853,True,False
392,890.0,753,240588,0.1,0.1417688817209589,916.8606425839826,True,False
393,440.0,570,241158,0.1,0.11479604448204939,918.8840641669813,True,False
394,230.0,396,241554,0.1,0.12301751756758401,920.3181118749781,True,False
395,400.0,458,242012,0.1,0.16440112287907496,921.9675394999795,True,False
396,480.0,424,242436,0.1,0.14767222879630215,923.5183867919841,True,False
397,410.0,459,242895,0.1,0.13325161923115192,925.143929666956,True,False
398,770.0,606,243501,0.1,0.13070219834825317,927.3180617499747,True,False
399,400.0,457,243958,0.1,0.15169649476414188,928.9469180419692,True,False
400,460.0,536,244494,0.1,0.1677186077933258,930.8690844170051,True,False
401,580.0,656,245150,0.1,0.15023779905423884,934.3670373339555,True,False
402,550.0,490,245640,0.1,0.1516510621470407,936.1326738749631,True,False
403,450.0,451,246091,0.1,0.1368551884079352,937.7407465839642,True,False
404,470.0,478,246569,0.1,0.1554830927401781,939.4644462919678,True,False
405,440.0,478,247047,0.1,0.13596224568846846,941.1730319589842,True,False
406,380.0,434,247481,0.1,0.12096038341112093,942.72657595895,True,False
407,1220.0,763,248244,0.1,0.15330773193623226,945.491857416986,True,False
408,560.0,546,248790,0.1,0.1478296008426696,947.4369162499788,True,False
409,420.0,464,249254,0.1,0.15844099284631424,949.0895904169884,True,False
410,570.0,511,249765,0.1,0.17174903285922483,950.9110515000066,True,False
411,350.0,434,250199,0.1,0.12782301203589197,952.4586605840013,True,False
412,730.0,631,250830,0.1,0.14515382210617955,954.7174261249602,True,False
413,290.0,440,251270,0.1,0.17617908633229407,956.3102749169921,True,False
414,740.0,650,251920,0.1,0.15220915469015303,958.642044209002,True,False
415,290.0,463,252383,0.1,0.1858842617953601,960.306904041965,True,False
416,380.0,503,252886,0.1,0.14948085345150458,962.1062143750023,True,False
417,750.0,652,253538,0.1,0.14965025178996696,964.4494107499486,True,False
418,1890.0,968,254506,0.1,0.16021932151615004,967.9216663339757,True,False
419,480.0,553,255059,0.1,0.15479429508896841,969.9009198749554,True,False
420,1950.0,594,255653,0.1,0.149964645729969,972.0731430839514,True,False
421,540.0,651,256304,0.1,0.14297160405688492,974.3812797499704,True,False
422,820.0,638,256942,0.1,0.1397661278434332,976.6401143749827,True,False
423,630.0,570,257512,0.1,0.11579393149334026,978.695094041992,True,False
424,860.0,1023,258535,0.1,0.13118014713274498,982.5015705839614,True,False
425,400.0,401,258936,0.1,0.09994379528752058,984.4718750419561,True,False
426,640.0,575,259511,0.1,0.10523147801575544,989.1926637089928,True,False
427,310.0,490,260001,0.1,0.1343586552221843,993.4399272919982,True,False
428,900.0,598,260599,0.1,0.10880812601305094,995.6030836669961,True,False
429,560.0,531,261130,0.1,0.11453059892681308,997.508436959004,True,False
430,470.0,540,261670,0.1,0.12824907468424904,999.4615103339893,True,False
431,1570.0,687,262357,0.1,0.10919589915334485,1001.9384050419903,True,False
432,440.0,458,262815,0.1,0.12742646216627276,1003.5813754589763,True,False
433,1120.0,798,263613,0.1,0.11742029371671378,1007.2694364589988,True,False
434,940.0,704,264317,0.1,0.11922734122808007,1009.7841382919578,True,False
435,880.0,608,264925,0.1,0.12370432599594719,1012.0058993339771,True,False
436,1930.0,784,265709,0.1,0.1356577354920458,1014.948910209001,True,False
437,720.0,647,266356,0.1,0.13097687256464988,1017.315127958951,True,False
438,430.0,514,266870,0.1,0.13566438523412216,1019.1637013749569,True,False
439,960.0,925,267795,0.1,0.12305133790987266,1022.44884954195,True,False
440,760.0,681,268476,0.1,0.1305613882665397,1024.8813131249626,True,False
441,1090.0,1068,269544,0.1,0.1032994698579615,1028.6841164999641,True,False
442,450.0,499,270043,0.1,0.09186590444897452,1030.4558741669753,True,False
443,980.0,675,270718,0.1,0.0916219777344952,1032.8942928749602,True,False
444,1110.0,668,271386,0.1,0.11152241048877111,1035.295832166972,True,False
445,1360.0,695,272081,0.1,0.1583593681711575,1038.2877956249868,True,False
446,1150.0,1050,273131,0.1,0.10476248143311903,1042.744283374981,True,False
447,600.0,541,273672,0.1,0.10844561545287862,1044.7485241669929,True,False
448,760.0,624,274296,0.1,0.09282049030447617,1047.0596834999742,True,False
449,470.0,552,274848,0.1,0.10925568903431944,1049.0635871249833,True,False
450,960.0,702,275550,0.1,0.10567768989929131,1051.665627209004,True,False
451,650.0,808,276358,0.1,0.10549353244760544,1055.7649600419682,True,False
452,450.0,614,276972,0.1,0.14262225348260496,1058.0667557499837,True,False
453,990.0,790,277762,0.1,0.09913288297954247,1061.054323791992,True,False
454,650.0,681,278443,0.1,0.09904601447393789,1063.5437527920003,True,False
455,380.0,518,278961,0.1,0.1177629701506633,1065.4308997089975,True,False
456,1350.0,822,279783,0.1,0.1275958363966244,1068.5013667919557,True,False
457,800.0,898,280681,0.1,0.09735267533610265,1071.9473970839754,True,False
458,460.0,583,281264,0.1,0.08514504212477844,1074.10890904197,True,False
459,350.0,442,281706,0.1,0.1173028652979569,1075.76158737496,True,False
460,320.0,445,282151,0.1,0.10732988680939416,1077.3811683339882,True,False
461,1210.0,774,282925,0.1,0.12392961616464651,1080.2298831669614,True,False
462,1340.0,766,283691,0.1,0.11867944974237711,1082.995218875003,True,False
463,860.0,588,284279,0.1,0.12181709957036639,1085.1080084169516,True,False
464,470.0,454,284733,0.1,0.15288916176283046,1086.8207297499757,True,False
465,460.0,453,285186,0.1,0.12416920604893064,1088.5631347089657,True,False
466,1120.0,855,286041,0.1,0.12464605664364367,1091.7354106669663,True,False
467,600.0,493,286534,0.1,0.1318205648170012,1093.5283672089572,True,False
468,510.0,515,287049,0.1,0.12452581494526807,1095.3887267499813,True,False
469,1440.0,734,287783,0.1,0.13618123636178958,1098.0272087919875,True,False
470,560.0,656,288439,0.1,0.12981438483452287,1100.408944166964,True,False
471,320.0,584,289023,0.1,0.1279922701571494,1102.5386559169856,True,False
472,610.0,548,289571,0.1,0.13582730476819252,1104.5311720419559,True,False
473,390.0,465,290036,0.1,0.11190047452592441,1106.202431499958,True,False
474,480.0,422,290458,0.1,0.08884828158964714,1107.7570966249914,True,False
475,460.0,409,290867,0.1,0.15477410608939096,1109.2910337499925,True,False
476,560.0,554,291421,0.1,0.1216798059561913,1112.1870987089933,True,False
477,490.0,486,291907,0.1,0.1341959184789953,1113.904673958954,True,False
478,720.0,628,292535,0.1,0.11627819784768638,1116.186258792004,True,False
479,450.0,439,292974,0.1,0.13732007325372914,1117.9883263749653,True,False
480,830.0,653,293627,0.1,0.15421938852184205,1120.4589319999795,True,False
481,520.0,612,294239,0.1,0.1291286511273653,1122.7420984169585,True,False
482,900.0,866,295105,0.1,0.14623988249815553,1126.0103775419993,True,False
483,820.0,791,295896,0.1,0.15123995830013295,1128.835815583996,True,False
484,440.0,456,296352,0.1,0.1377965814450331,1130.4797139169532,True,False
485,1090.0,511,296863,0.1,0.10788972222605558,1132.294233624998,True,False
486,520.0,471,297334,0.1,0.1474710222870364,1133.9855745419627,True,False
487,220.0,381,297715,0.1,0.09851441677463682,1136.8692157919868,True,False
488,660.0,561,298276,0.1,0.15290197872735084,1139.056213083968,True,False
489,650.0,551,298827,0.1,0.12123548244907908,1141.0211697919876,True,False
490,1050.0,636,299463,0.1,0.12373547995193575,1143.356444583973,True,False
491,480.0,483,299946,0.1,0.18563204189408417,1145.072972916998,True,False
492,450.0,369,300315,0.1,0.20377912198233863,1146.4514151249896,True,False
493,430.0,457,300772,0.1,0.14604940228164195,1148.1226986669935,True,False
494,360.0,412,301184,0.1,0.20594643409029373,1149.6029494999675,True,False
495,440.0,501,301685,0.1,0.15151351104676725,1151.3975882499944,True,False
496,890.0,634,302319,0.1,0.14605890858116782,1153.7280204999843,True,False
497,380.0,451,302770,0.1,0.1630889271938168,1155.411449584004,True,False
498,370.0,492,303262,0.1,0.17539806482268544,1157.1707558339695,True,False
499,500.0,526,303788,0.1,0.13961951825485536,1159.0648482499528,True,False
500,480.0,506,304294,0.1,0.19117032989327395,1160.8839929589885,True,False
501,640.0,514,304808,0.1,0.16968050766591877,1163.9328934169607,True,False
502,1380.0,673,305481,0.1,0.17262658118713825,1168.2122047919547,True,False
503,590.0,505,305986,0.1,0.15936066479318672,1172.9604920419515,True,False
504,1260.0,571,306557,0.1,0.1584798306799852,1174.9894581669942,True,False
505,370.0,441,306998,0.1,0.12946693289347672,1176.62622008397,True,False
506,490.0,583,307581,0.1,0.17038637782408766,1178.7570074999821,True,False
507,260.0,313,307894,0.1,0.1927965545358184,1179.8872843339923,True,False
508,460.0,498,308392,0.1,0.178785780698061,1181.676764416974,True,False
509,490.0,437,308829,0.1,0.16281427859986594,1183.2524579589954,True,False
510,1080.0,801,309630,0.1,0.1575154340919107,1186.6817074169521,True,False
511,470.0,382,310012,0.1,0.18597599755351743,1188.1956253749668,True,False
512,240.0,382,310394,0.1,0.12467922293826153,1189.5920937499614,True,False
513,690.0,571,310965,0.1,0.16939766649026555,1191.6524506669957,True,False
514,1290.0,888,311853,0.1,0.14864473928370187,1194.8981159589603,True,False
515,1400.0,612,312465,0.1,0.13164105088590017,1197.1060843339656,True,False
516,420.0,376,312841,0.1,0.14776895302248763,1198.4827604589518,True,False
517,550.0,637,313478,0.1,0.19796499806754994,1200.7762856250047,True,False
518,570.0,569,314047,0.1,0.14449198713237552,1202.795051583962,True,False
519,580.0,608,314655,0.1,0.14380555367097259,1204.9754144999897,True,False
520,960.0,662,315317,0.1,0.13785265475870614,1207.3847308749682,True,False
521,250.0,374,315691,0.1,0.10573734513293671,1208.7389917089604,True,False
522,370.0,409,316100,0.1,0.14543150493748558,1210.2456268749665,True,False
523,360.0,346,316446,0.1,0.16030998129484264,1211.504236833949,True,False
524,460.0,477,316923,0.1,0.15112422926335775,1213.209776083997,True,False
525,1310.0,678,317601,0.1,0.1674422304639045,1215.6461916249827,True,False
526,410.0,454,318055,0.1,0.18357122887288574,1218.4581393749686,True,False
527,570.0,464,318519,0.1,0.15016858340722733,1220.132629833999,True,False
528,420.0,438,318957,0.1,0.17658197014507923,1221.7122029999737,True,False
529,420.0,418,319375,0.1,0.1951463797237151,1223.3040699999547,True,False
530,460.0,472,319847,0.1,0.176669328552434,1225.0410141669563,True,False
531,390.0,488,320335,0.1,0.15349463959697818,1226.8243821249926,True,False
532,510.0,593,320928,0.1,0.21555081944937673,1228.9976159589714,True,False
533,260.0,343,321271,0.1,0.17838904748068135,1230.2631325419643,True,False
534,1150.0,789,322060,0.1,0.13725477942463124,1233.1273334589787,True,False
535,380.0,438,322498,0.1,0.16985123418271542,1234.7250731249806,True,False
536,670.0,529,323027,0.1,0.1608203568735696,1236.6595970419585,True,False
537,300.0,366,323393,0.1,0.1516077680837201,1238.014994166966,True,False
538,230.0,401,323794,0.1,0.19657591113820672,1239.4776424999582,True,False
539,530.0,522,324316,0.1,0.14448149088514214,1241.3673987920047,True,False
540,380.0,544,324860,0.1,0.171170948922415,1243.2936748339562,True,False
541,1680.0,993,325853,0.1,0.18590063523621328,1246.829418291978,True,False
542,360.0,477,326330,0.1,0.16245166209189832,1248.550303541997,True,False
543,1350.0,1151,327481,0.1,0.13977979104189822,1252.6983874169528,True,False
544,590.0,649,328130,0.1,0.13118790556895144,1255.0568488339777,True,False
545,530.0,561,328691,0.1,0.14802028463621225,1257.1011994169676,True,False
546,650.0,505,329196,0.1,0.10578828365138666,1258.939852083975,True,False
547,940.0,869,330065,0.1,0.11069555168602324,1262.0568440839997,True,False
548,1270.0,758,330823,0.1,0.12290527773084779,1264.7498732919921,True,False
549,290.0,333,331156,0.1,0.11721709191000887,1265.9962453749613,True,False
550,610.0,592,331748,0.1,0.11830446037237306,1268.1112054589903,True,False
551,520.0,529,332277,0.1,0.1588522606585739,1271.025955041987,True,False
552,510.0,630,332907,0.1,0.12632637885606782,1273.2541533339536,True,False
553,280.0,340,333247,0.1,0.11397807861075682,1274.4803769999999,True,False
554,1760.0,924,334171,0.1,0.14309398005857613,1277.7853922919603,True,False
555,760.0,654,334825,0.1,0.11840349541431884,1280.124550916953,True,False
556,1600.0,661,335486,0.1,0.13568665917511238,1282.5133948749863,True,False
557,2600.0,730,336216,0.1,0.14703647181635998,1285.100767624972,True,False
558,1570.0,899,337115,0.1,0.14312740487678507,1288.2973549589515,True,False
559,280.0,367,337482,0.1,0.13528389074718175,1289.6252679169993,True,False
560,530.0,502,337984,0.1,0.16511180702715167,1291.4595422919956,True,False
561,1010.0,596,338580,0.1,0.12817087106956732,1293.6355948749697,True,False
562,910.0,620,339200,0.1,0.12317546424606154,1295.8419522919576,True,False
563,650.0,619,339819,0.1,0.13244191073365025,1298.0427782089682,True,False
564,560.0,635,340454,0.1,0.1289175935792473,1300.303997958952,True,False
565,320.0,405,340859,0.1,0.12397604103725736,1301.7599184999708,True,False
566,690.0,646,341505,0.1,0.13307843904620337,1304.0635395839927,True,False
567,260.0,326,341831,0.1,0.11381704615498031,1305.243209459004,True,False
568,450.0,487,342318,0.1,0.10957678237960475,1306.9847956669983,True,False
569,1260.0,652,342970,0.1,0.14149056028780396,1309.293491666962,True,False
570,950.0,829,343799,0.1,0.1429921950209112,1312.2592483749613,True,False
571,1280.0,664,344463,0.1,0.13128090498924075,1314.6708605839522,True,False
572,600.0,814,345277,0.1,0.13094583608429222,1317.601217208954,True,False
573,530.0,436,345713,0.1,0.17810469113905494,1319.1796904999646,True,False
574,330.0,426,346139,0.1,0.134638543100149,1320.7189938749652,True,False
575,430.0,442,346581,0.1,0.13402174658200763,1322.3010214999667,True,False
576,770.0,664,347245,0.1,0.13113463097756886,1325.667907916999,True,False
577,430.0,446,347691,0.1,0.12722350955680684,1327.2900549999904,True,False
578,420.0,478,348169,0.1,0.1638077881342421,1329.029608583951,True,False
579,370.0,509,348678,0.1,0.16087196695464334,1330.9178767089616,True,False
580,760.0,682,349360,0.1,0.16231806222240477,1333.366951791977,True,False
581,900.0,699,350059,0.1,0.16277858029365883,1335.8718703339691,True,False
582,850.0,563,350622,0.1,0.1555023147255605,1337.896413999959,True,False
583,790.0,891,351513,0.1,0.15631733942492929,1341.0798290419625,True,False
584,1460.0,857,352370,0.1,0.1400858843612058,1344.163787458965,True,False
585,760.0,654,353024,0.1,0.15232687421915372,1346.5156719589722,True,False
586,1370.0,774,353798,0.1,0.12347751276789552,1349.257017750002,True,False
587,470.0,425,354223,0.1,0.10867280361927906,1350.7901829999755,True,False
588,460.0,492,354715,0.1,0.11574693696527946,1352.5476414169534,True,False
589,510.0,474,355189,0.1,0.16256473534310065,1354.2590924589895,True,False
590,350.0,329,355518,0.1,0.14454881201793507,1355.4567690419499,True,False
591,440.0,469,355987,0.1,0.13984595571891364,1357.1359167919727,True,False
592,510.0,480,356467,0.1,0.13648079947258035,1358.8661720419768,True,False
593,870.0,765,357232,0.1,0.15849924716167152,1361.6291136249783,True,False
594,510.0,434,357666,0.1,0.13815581839945582,1363.1837155839894,True,False
595,550.0,448,358114,0.1,0.14503379194398544,1364.7980242919875,True,False
596,520.0,517,358631,0.1,0.15081914766987628,1366.652147624991,True,False
597,320.0,379,359010,0.1,0.15324331090638513,1368.0310147919809,True,False
598,1180.0,844,359854,0.1,0.1478188367498712,1371.0219424169627,True,False
599,410.0,676,360530,0.1,0.13940135058919353,1373.434159708966,True,False
600,900.0,660,361190,0.1,0.12989831595032503,1375.8000432499684,True,False
601,1010.0,961,362151,0.1,0.14845629828050733,1380.021542500006,True,False
602,470.0,493,362644,0.1,0.13793672873608528,1381.7906880839728,True,False
603,420.0,453,363097,0.1,0.13594160443254277,1383.4151667919941,True,False
604,540.0,461,363558,0.1,0.14924886440453322,1385.078204749967,True,False
605,1350.0,797,364355,0.1,0.13013184098667235,1387.9445898749982,True,False
606,840.0,820,365175,0.1,0.13230878553557687,1390.850442416966,True,False
607,530.0,508,365683,0.1,0.13240339637799994,1392.6745053339982,True,False
608,520.0,502,366185,0.1,0.14440766494307253,1394.4770121669862,True,False
609,430.0,421,366606,0.1,0.1290028769877695,1395.9866601249669,True,False
610,590.0,582,367188,0.1,0.13165867952502344,1398.0889939169865,True,False
611,490.0,542,367730,0.1,0.15033514277526625,1400.0304601249518,True,False
612,570.0,510,368240,0.1,0.16735785927448887,1401.9197819999536,True,False
613,620.0,508,368748,0.1,0.12559203655407655,1404.41326708399,True,False
614,530.0,451,369199,0.1,0.11428417125716805,1408.0628948339727,True,False
615,480.0,418,369617,0.1,0.15743311019170853,1409.6244792089565,True,False
616,960.0,780,370397,0.1,0.16359927794681145,1412.5132464999915,True,False
617,780.0,893,371290,0.1,0.15357198593762156,1415.7387351249927,True,False
618,690.0,596,371886,0.1,0.132827255987381,1417.9548069589655,True,False
619,290.0,423,372309,0.1,0.1284599988984893,1419.5018422499998,True,False
620,500.0,529,372838,0.1,0.13787425735570263,1421.4014172499883,True,False
621,450.0,429,373267,0.1,0.1304519908659369,1422.9412668749574,True,False
622,660.0,647,373914,0.1,0.14383638933025025,1425.2684866669588,True,False
623,830.0,652,374566,0.1,0.1193297031832619,1427.5921873339685,True,False
624,350.0,410,374976,0.1,0.13319653042058632,1429.0672790840035,True,False
625,460.0,443,375419,0.1,0.13733727911656554,1430.6609106669785,True,False
626,680.0,713,376132,0.1,0.17332141095116818,1434.1993352499558,True,False
627,440.0,601,376733,0.1,0.1806917830184102,1436.345457999967,True,False
628,310.0,478,377211,0.1,0.21998632293851936,1438.0769080839818,True,False
629,430.0,425,377636,0.1,0.141087240739682,1439.701457083982,True,False
630,1230.0,790,378426,0.1,0.12590004214875136,1442.5879838749534,True,False
631,450.0,446,378872,0.1,0.1265260852274618,1444.2352584169712,True,False
632,1300.0,617,379489,0.1,0.13755741089509874,1446.5372230839566,True,False
633,380.0,441,379930,0.1,0.1257591448385607,1448.1649885840015,True,False
634,280.0,352,380282,0.1,0.1727267637298527,1449.5674662920064,True,False
635,500.0,476,380758,0.1,0.15409279124764333,1451.4452402499737,True,False
636,380.0,418,381176,0.1,0.12076683551782653,1453.40287583397,True,False
637,1050.0,777,381953,0.1,0.14050045867748173,1456.2930807090015,True,False
638,400.0,468,382421,0.1,0.14264023566666323,1458.0764617499663,True,False
639,660.0,543,382964,0.1,0.11315636320368332,1460.0359295840026,True,False
640,340.0,358,383322,0.1,0.13464819489235288,1461.4645717499661,True,False
641,830.0,570,383892,0.1,0.17500195958345502,1463.70034737495,True,False
642,380.0,509,384401,0.1,0.15710753847764233,1465.5493805839797,True,False
643,800.0,742,385143,0.1,0.1644570613632331,1468.1973605419626,True,False
644,890.0,674,385817,0.1,0.13121716759702157,1470.6259549999959,True,False
645,430.0,465,386282,0.1,0.17093607369039593,1472.2892410839559,True,False
646,570.0,605,386887,0.1,0.14241604315770778,1474.4412593339803,True,False
647,1270.0,1014,387901,0.1,0.12405127486375374,1478.0331309589674,True,False
648,1250.0,684,388585,0.1,0.1338977247629075,1480.5328510839608,True,False
649,560.0,613,389198,0.1,0.1127171548192992,1482.7816549589625,True,False
650,670.0,475,389673,0.1,0.11946991981328034,1484.7311141249957,True,False
651,1210.0,760,390433,0.1,0.10448862289225584,1489.0448502499494,True,False
652,640.0,518,390951,0.1,0.08951232965689065,1490.9144252499682,True,False
653,1110.0,820,391771,0.1,0.11708639947379508,1493.8260791249922,True,False
654,500.0,486,392257,0.1,0.12876436426533294,1495.5696058750036,True,False
655,420.0,486,392743,0.1,0.11902543357457997,1497.3696889169514,True,False
656,640.0,536,393279,0.1,0.11348387945109784,1499.3070779590053,True,False
657,440.0,385,393664,0.1,0.14372309731300345,1500.7189507089788,True,False
658,460.0,530,394194,0.1,0.11225514911171613,1502.6145523749874,True,False
659,570.0,547,394741,0.1,0.15131642718384736,1504.5929510419955,True,False
660,500.0,508,395249,0.1,0.10875420578880103,1506.4216144169914,True,False
661,620.0,561,395810,0.1,0.13631734546007854,1508.4557488749851,True,False
662,730.0,570,396380,0.1,0.15874887954678152,1513.0015879590064,True,False
663,1010.0,676,397056,0.1,0.13688025751410152,1515.4452405839693,True,False
664,590.0,623,397679,0.1,0.13118904094782569,1517.6665632499498,True,False
665,650.0,665,398344,0.1,0.14095302126900164,1520.0608416249743,True,False
666,520.0,463,398807,0.1,0.14379746896093307,1521.7356165419915,True,False
667,1440.0,710,399517,0.1,0.11174347272582269,1524.340265041974,True,False
668,320.0,449,399966,0.1,0.12624705888863122,1525.9471629170002,True,False
669,290.0,454,400420,0.1,0.16296345889241548,1527.60480487498,True,False
670,690.0,510,400930,0.1,0.14864149862739046,1529.436770499975,True,False
671,1270.0,631,401561,0.1,0.13416878553696826,1531.7297040419653,True,False
672,480.0,444,402005,0.1,0.12192943526079526,1533.3495522500016,True,False
673,310.0,417,402422,0.1,0.14594919204067153,1534.8536458750023,True,False
674,740.0,656,403078,0.1,0.14818105647885582,1537.2060416250024,True,False
675,860.0,821,403899,0.1,0.16207837951256007,1540.1568463339936,True,False
676,540.0,516,404415,0.1,0.09272667767061282,1543.1123004590045,True,False
677,700.0,483,404898,0.1,0.12070989493311436,1544.8916023339843,True,False
678,540.0,518,405416,0.1,0.14208552149625925,1546.7871159999631,True,False
679,1300.0,1020,406436,0.1,0.1374604554152956,1550.4095509169856,True,False
680,1150.0,807,407243,0.1,0.12426327574831336,1553.2762879169895,True,False
681,710.0,628,407871,0.1,0.10487010274201063,1555.5337276249775,True,False
682,540.0,570,408441,0.1,0.11909723949416742,1557.5991068749572,True,False
683,530.0,502,408943,0.1,0.12740420001745223,1559.384225249989,True,False
684,780.0,744,409687,0.1,0.11948935296987334,1562.03356070898,True,False
685,630.0,673,410360,0.1,0.1158834525863447,1564.5019374589901,True,False
686,500.0,566,410926,0.1,0.12106117692029646,1566.533762999985,True,False
687,2280.0,726,411652,0.1,0.11283736273257451,1569.1304498339887,True,False
688,580.0,704,412356,0.1,0.1033954752122306,1571.667684333981,True,False
689,700.0,543,412899,0.1,0.09529705102107039,1573.645170166972,True,False
690,750.0,657,413556,0.1,0.12053715809050834,1576.0368355419487,True,False
691,610.0,744,414300,0.1,0.1085048139756245,1578.7622849170002,True,False
692,700.0,574,414874,0.1,0.1313727015981099,1580.8099950839533,True,False
693,370.0,464,415338,0.1,0.10563231375196884,1582.4952512919554,True,False
694,720.0,681,416019,0.1,0.10663349398357026,1584.9621904589585,True,False
695,460.0,429,416448,0.1,0.12767948853541855,1586.5153323749546,True,False
696,770.0,622,417070,0.1,0.13966709912544298,1588.7363450419507,True,False
697,770.0,600,417670,0.1,0.13158968490858872,1590.904602374998,True,False
698,500.0,594,418264,0.1,0.11392235519651998,1593.0321961249574,True,False
699,880.0,631,418895,0.1,0.14247343844621424,1595.2839511249913,True,False
700,870.0,679,419574,0.1,0.12640243942904122,1597.745228416985,True,False
701,380.0,434,420008,0.1,0.12574101056596007,1600.0265395419556,True,False
702,1170.0,768,420776,0.1,0.10762720494919147,1602.7582302499795,True,False
703,740.0,612,421388,0.1,0.12048697453357425,1604.9679179170053,True,False
704,240.0,362,421750,0.1,0.11441628811880947,1606.2736534169526,True,False
705,500.0,554,422304,0.1,0.12925693192418744,1608.3363949589548,True,False
706,430.0,514,422818,0.1,0.11494194568513194,1610.1746893340023,True,False
707,760.0,688,423506,0.1,0.1209778699612375,1612.6692051669816,True,False
708,940.0,733,424239,0.1,0.13786107788239021,1615.460147166974,True,False
709,400.0,429,424668,0.1,0.1390678158754276,1617.0361550420057,True,False
710,440.0,456,425124,0.1,0.09845307032299931,1618.6796398339793,True,False
711,470.0,483,425607,0.1,0.11473168008960784,1620.423614083964,True,False
712,460.0,467,426074,0.1,0.11802271791757682,1622.1077650419902,True,False
713,370.0,454,426528,0.1,0.1256345764717512,1623.7589817499975,True,False
714,1300.0,970,427498,0.1,0.11714076012188246,1627.1960558749852,True,False
715,1080.0,983,428481,0.1,0.11802027036806917,1630.8577660839655,True,False
716,440.0,456,428937,0.1,0.10927181632927897,1632.5288029999938,True,False
717,1250.0,516,429453,0.1,0.12245691447814767,1634.3906064589974,True,False
718,490.0,448,429901,0.1,0.10968691814092121,1637.1053085839958,True,False
719,1180.0,792,430693,0.1,0.11670886545507896,1640.108540208952,True,False
720,1210.0,765,431458,0.1,0.09793196819449594,1643.274292374961,True,False
721,520.0,485,431943,0.1,0.08918569126158707,1646.895260249963,True,False
722,890.0,660,432603,0.1,0.10366289884867994,1651.0369018339552,True,False
723,1030.0,837,433440,0.1,0.1200382093765906,1654.0390277499682,True,False
724,1990.0,903,434343,0.1,0.11141907005674309,1657.610420958954,True,False
725,720.0,623,434966,0.1,0.10217026316632445,1661.0474736669566,True,False
726,1020.0,617,435583,0.1,0.1262008243591174,1664.39787979197,True,False
727,510.0,431,436014,0.1,0.11367102996101258,1665.9736262919614,True,False
728,950.0,702,436716,0.1,0.12287891806441952,1668.5229719589697,True,False
729,1240.0,860,437576,0.1,0.11904672817435376,1672.022227791953,True,False
730,420.0,434,438010,0.1,0.11575852658737588,1673.5929019169998,True,False
731,490.0,444,438454,0.1,0.13290907774825353,1675.462179583963,True,False
732,2170.0,688,439142,0.1,0.11236381961769143,1678.2189184169983,True,False
733,820.0,611,439753,0.1,0.11705748495810173,1680.4397929169936,True,False
734,690.0,488,440241,0.1,0.11953848704207139,1682.1945573749836,True,False
735,840.0,577,440818,0.1,0.13652290996267563,1684.2568248339812,True,False
736,1610.0,805,441623,0.1,0.12117047906292612,1687.17120058398,True,False
737,1110.0,742,442365,0.1,0.11734455294146012,1689.8579896669835,True,False
738,450.0,476,442841,0.1,0.12688801601967392,1691.6499949589488,True,False
739,1540.0,850,443691,0.1,0.10840611892559056,1694.6971693339874,True,False
740,460.0,397,444088,0.1,0.08848071608692408,1696.1606171669555,True,False
741,930.0,819,444907,0.1,0.11537462533177699,1699.3923279999872,True,False
742,1150.0,845,445752,0.1,0.10780827840790153,1702.703061416978,True,False
743,1290.0,801,446553,0.1,0.08846788257360458,1705.6079693339998,True,False
744,770.0,501,447054,0.1,0.08283344568312168,1707.5108688339824,True,False
745,400.0,471,447525,0.1,0.10649051198388561,1709.853517666983,True,False
746,340.0,357,447882,0.1,0.09891447188395462,1711.246919666999,True,False
747,550.0,555,448437,0.1,0.11680006473023685,1713.8089104999672,True,False
748,520.0,535,448972,0.1,0.11996994749990417,1715.8531563750003,True,False
749,940.0,732,449704,0.1,0.1035675074640519,1718.5933919170056,True,False
750,650.0,582,450286,0.1,0.13375019270541338,1720.7525869169622,True,False
751,450.0,505,450791,0.1,0.12332235482920494,1723.3938260419527,True,False
752,820.0,558,451349,0.1,0.15166935460375888,1725.4139388749609,True,False
753,410.0,460,451809,0.1,0.10906968541119409,1727.0714897500002,True,False
754,480.0,484,452293,0.1,0.13157729875327143,1728.8179567089537,True,False
755,570.0,479,452772,0.1,0.13126753112301232,1730.5370421669795,True,False
756,780.0,621,453393,0.1,0.14477697926903924,1732.7578927089926,True,False
757,380.0,374,453767,0.1,0.14080115261497678,1734.0888211669517,True,False
758,510.0,537,454304,0.1,0.12476175805484807,1738.5654763749917,True,False
